time,latitude,longitude,krill_young_larvae,krill_free_larvae,krill_late_larvae,krill_juveniles,krill_adults,krill_adult_log
2010-12-29 12:00:00,-77,39,,,,,,
2010-12-29 12:00:00,-77,41,,,,,,
2010-12-29 12:00:00,-77,43,,,,,,
2010-12-29 12:00:00,-77,45,,,,,,
2010-12-29 12:00:00,-77,47,,,,,,
2010-12-29 12:00:00,-77,49,,,,,,
2010-12-29 12:00:00,-77,51,,,,,,
2010-12-29 12:00:00,-77,53,,,,,,
2010-12-29 12:00:00,-77,55,,,,,,
2010-12-29 12:00:00,-77,57,,,,,,
2010-12-29 12:00:00,-77,59,,,,,,
2010-12-29 12:00:00,-77,61,,,,,,
2010-12-29 12:00:00,-77,63,,,,,,
2010-12-29 12:00:00,-77,65,,,,,,
2010-12-29 12:00:00,-77,67,,,,,,
2010-12-29 12:00:00,-77,69,,,,,,
2010-12-29 12:00:00,-77,71,,,,,,
2010-12-29 12:00:00,-77,73,,,,,,
2010-12-29 12:00:00,-77,75,,,,,,
2010-12-29 12:00:00,-77,77,,,,,,
2010-12-29 12:00:00,-77,79,,,,,,
2010-12-29 12:00:00,-77,81,,,,,,
2010-12-29 12:00:00,-77,83,,,,,,
2010-12-29 12:00:00,-77,85,,,,,,
2010-12-29 12:00:00,-77,87,,,,,,
2010-12-29 12:00:00,-77,89,,,,,,
2010-12-29 12:00:00,-77,91,,,,,,
2010-12-29 12:00:00,-77,93,,,,,,
2010-12-29 12:00:00,-77,95,,,,,,
2010-12-29 12:00:00,-77,97,,,,,,
2010-12-29 12:00:00,-77,99,,,,,,
2010-12-29 12:00:00,-77,101,,,,,,
2010-12-29 12:00:00,-77,103,,,,,,
2010-12-29 12:00:00,-77,105,,,,,,
2010-12-29 12:00:00,-77,107,,,,,,
2010-12-29 12:00:00,-77,109,,,,,,
2010-12-29 12:00:00,-77,111,,,,,,
2010-12-29 12:00:00,-77,113,,,,,,
2010-12-29 12:00:00,-77,115,,,,,,
2010-12-29 12:00:00,-77,117,,,,,,
2010-12-29 12:00:00,-77,119,,,,,,
2010-12-29 12:00:00,-77,121,,,,,,
2010-12-29 12:00:00,-77,123,,,,,,
2010-12-29 12:00:00,-77,125,,,,,,
2010-12-29 12:00:00,-77,127,,,,,,
2010-12-29 12:00:00,-77,129,,,,,,
2010-12-29 12:00:00,-77,131,,,,,,
2010-12-29 12:00:00,-77,133,,,,,,
2010-12-29 12:00:00,-77,135,,,,,,
2010-12-29 12:00:00,-77,137,,,,,,
2010-12-29 12:00:00,-77,139,,,,,,
2010-12-29 12:00:00,-77,141,,,,,,
2010-12-29 12:00:00,-77,143,,,,,,
2010-12-29 12:00:00,-77,145,,,,,,
2010-12-29 12:00:00,-77,147,,,,,,
2010-12-29 12:00:00,-77,149,,,,,,
2010-12-29 12:00:00,-77,151,,,,,,
2010-12-29 12:00:00,-77,153,,,,,,
2010-12-29 12:00:00,-77,155,,,,,,
2010-12-29 12:00:00,-77,157,,,,,,
2010-12-29 12:00:00,-77,159,,,,,,
2010-12-29 12:00:00,-77,161,,,,,,
2010-12-29 12:00:00,-77,163,6.027257777750492,10.920797143131495,0.0,70.03466491401196,46.9832621216774,1.68109
2010-12-29 12:00:00,-77,165,6.606875844299793,10.394072126597166,0.0,55.114818170666695,35.34473253786564,1.56044
2010-12-29 12:00:00,-77,167,6.787925971671939,9.313422426581383,0.0,78.63329240679741,50.30594617128372,1.71017
2010-12-29 12:00:00,-77,169,6.7127739656716585,10.301112338900566,0.0,123.2117267549038,74.39516058564186,1.87734
2010-12-29 12:00:00,-77,171,5.620023339986801,9.93391714990139,0.0,116.90118551254272,66.96682620048523,1.8323
2010-12-29 12:00:00,-77,173,5.144341619685292,9.116149879992008,0.0,44.352770298719406,24.631385266780853,1.40877
2010-12-29 12:00:00,-77,175,4.483126612380147,9.521133363246918,0.0,30.849084824323654,17.024128809571266,1.25585
2010-12-29 12:00:00,-77,177,2.7981849685311317,5.018113471567631,0.0,14.114512912929058,8.160746559500694,0.96193
2010-12-29 12:00:00,-77,179,,,,,,
2010-12-29 12:00:00,-75,-179,3.613740629516542,6.063705762848258,0.0,12.287609258666635,11.046456925570965,1.08086
2010-12-29 12:00:00,-75,-177,4.242691244930029,6.253005355596542,0.0,6.433026127517223,23.03223416954279,1.38079
2010-12-29 12:00:00,-75,-175,5.434504935517907,9.41657704487443,0.0,7.427034156396985,31.50684393942356,1.51197
2010-12-29 12:00:00,-75,-173,6.101317582651973,10.470592962577939,0.0,7.832948289811611,33.09829390048981,1.53273
2010-12-29 12:00:00,-75,-171,6.897062884643674,10.914047416299582,0.0,11.646665651351213,49.692902371287346,1.70495
2010-12-29 12:00:00,-75,-169,7.602194329723716,12.251918761059642,0.0,14.575136944651604,58.60162636637688,1.77526
2010-12-29 12:00:00,-75,-167,9.002925414592028,13.856674462556839,0.0,13.175949830561876,52.2381225079298,1.72622
2010-12-29 12:00:00,-75,-165,9.187473077327013,14.325113397091627,0.0,12.698562264442444,50.325280755758286,1.71033
2010-12-29 12:00:00,-75,-163,7.95643787458539,11.993629164993763,0.0,12.358006110414863,50.15164140611887,1.70886
2010-12-29 12:00:00,-75,-161,7.96125459112227,12.281755696982145,0.0,9.616727875545621,39.15718270838261,1.60376
2010-12-29 12:00:00,-75,-159,9.101956820115447,13.995603922754526,0.0,9.874976594001055,39.819478549063206,1.61087
2010-12-29 12:00:00,-75,-157,8.078114096075296,11.882814727723598,0.0,8.368449583649635,34.919561088085175,1.55533
2010-12-29 12:00:00,-75,-155,7.248033624142408,10.164385680109262,0.0,8.460143871605396,36.5534432977438,1.57465
2010-12-29 12:00:00,-75,-153,8.272065982222557,12.257358007133007,0.0,14.134447671473026,62.28696456551552,1.80131
2010-12-29 12:00:00,-75,-151,9.631005700677633,14.562096327543259,0.0,19.373987462371588,79.14143994450569,1.90386
2010-12-29 12:00:00,-75,-149,11.361216802150011,17.01557920873165,0.0,37.395830020308495,142.6081677377224,2.15718
2010-12-29 12:00:00,-75,-147,11.840040860697627,17.559069577604532,0.0,33.81652821600437,140.69584572315216,2.15136
2010-12-29 12:00:00,-75,-145,10.316560126841068,13.376860769465566,0.0,37.00634495168924,152.71615037322044,2.18672
2010-12-29 12:00:00,-75,-143,10.294047273695469,14.249448532238603,0.0,39.68712941557169,161.425302952528,2.21065
2010-12-29 12:00:00,-75,-141,11.890761062502861,17.880585599690676,0.0,73.81996709108353,290.56832778453827,2.46474
2010-12-29 12:00:00,-75,-139,12.062957936897874,17.994697388261557,0.0,75.58221524953842,277.30525255203247,2.44452
2010-12-29 12:00:00,-75,-137,12.901645202189684,17.924781911075115,0.0,171.04956993460655,570.9056951999664,2.75732
2010-12-29 12:00:00,-75,-135,15.049729980528355,28.426129337400198,0.0,90.03735454380512,352.49775886535645,2.54839
2010-12-29 12:00:00,-75,-133,14.87563320249319,23.77606700360775,0.0,73.03620152175426,328.95204067230225,2.51845
2010-12-29 12:00:00,-75,-131,,,,,,
2010-12-29 12:00:00,-75,-129,,,,,,
2010-12-29 12:00:00,-75,-127,,,,,,
2010-12-29 12:00:00,-75,-125,,,,,,
2010-12-29 12:00:00,-75,-123,,,,,,
2010-12-29 12:00:00,-75,-121,,,,,,
2010-12-29 12:00:00,-75,-119,,,,,,
2010-12-29 12:00:00,-75,-117,,,,,,
2010-12-29 12:00:00,-75,-115,,,,,,
2010-12-29 12:00:00,-75,-113,,,,,,
2010-12-29 12:00:00,-75,-111,,,,,,
2010-12-29 12:00:00,-75,-109,5.066253259778023,6.331683134660125,0.0,305.68959230184555,256.3772856593132,2.41057
2010-12-29 12:00:00,-75,-107,7.5560297053307295,12.495609313249588,0.0,1993.5222806930542,1680.7557954788208,3.22576
2010-12-29 12:00:00,-75,-105,8.314182352274656,12.732522051781416,0.0,1747.0395073890686,1393.2391002178192,3.14434
2010-12-29 12:00:00,-75,-103,,,,,,
2010-12-29 12:00:00,-75,-101,,,,,,
2010-12-29 12:00:00,-75,-99,,,,,,
2010-12-29 12:00:00,-75,-97,,,,,,
2010-12-29 12:00:00,-75,-95,,,,,,
2010-12-29 12:00:00,-75,-93,,,,,,
2010-12-29 12:00:00,-75,-91,,,,,,
2010-12-29 12:00:00,-75,-89,,,,,,
2010-12-29 12:00:00,-75,-87,,,,,,
2010-12-29 12:00:00,-75,-85,,,,,,
