latitude,longitude,krill_adult_log,UpTiertile_P,nb_krill_m2_log,UpTiertile_B,label,Upper_tiertile
-53,137,0.08692,0.0,,,1.0,0
-53,139,0.22737,0.0,,,1.0,0
-53,141,0.3483,0.0,,,1.0,0
-53,143,0.47783,0.0,,,1.0,0
-53,145,0.63786,0.0,,,1.0,0
-53,147,0.2795,0.0,,,1.0,0
-53,149,2e-05,0.0,,,1.0,0
-53,151,2e-05,0.0,,,1.0,0
-53,153,4e-05,0.0,,,1.0,0
-51,-51,0.00668,0.0,,,1.0,0
-51,-49,0.10704,0.0,0.014280464411344,0.0,1.0,0
-51,-47,0.2431,0.0,0.014280464411344,0.0,1.0,0
-51,-45,0.23495,0.0,0.014280464411344,0.0,1.0,0
-51,-43,0.37624,0.0,0.1104917611049789,0.0,1.0,0
-51,-41,0.86825,0.0,0.1104917611049789,0.0,1.0,0
-51,-39,1.06943,0.0,0.1104917611049789,0.0,1.0,0
-51,-37,1.46142,0.0,1.7128678172765122,1.0,2.5,0
-51,-35,1.47986,0.0,1.7128678172765122,1.0,2.5,0
-51,-33,1.75267,1.0,1.7128678172765122,1.0,3.0,1
-51,-31,1.60784,1.0,0.1473671077937864,0.0,2.0,0
-51,-29,1.41927,0.0,0.1473671077937864,0.0,1.0,0
-51,-27,0.83063,0.0,0.1473671077937864,0.0,1.0,0
-51,-25,1.0688,0.0,0.0244856676991669,0.0,1.0,0
-51,-23,1.26232,0.0,0.0244856676991669,0.0,1.0,0
-51,-21,1.04749,0.0,0.0244856676991669,0.0,1.0,0
-51,-19,1.21129,0.0,,,1.0,0
-51,-17,0.96845,0.0,,,1.0,0
-51,-15,1.00432,0.0,,,1.0,0
-51,-13,1.13855,0.0,,,1.0,0
-51,-11,1.5285,0.0,,,1.0,0
-51,-9,1.72415,1.0,,,3.0,1
-51,-7,1.90113,1.0,0.0,0.0,2.0,0
-51,-5,1.93195,1.0,0.0,0.0,2.0,0
-51,-3,1.80561,1.0,0.0,0.0,2.0,0
-51,-1,1.88892,1.0,0.1948264222453818,0.0,2.0,0
-51,1,1.69537,1.0,0.1948264222453818,0.0,2.0,0
-51,3,1.75582,1.0,0.1948264222453818,0.0,2.0,0
-51,5,1.70473,1.0,0.0407780966854331,0.0,2.0,0
-51,7,1.51858,0.0,0.0407780966854331,0.0,1.0,0
-51,9,1.78189,1.0,0.0407780966854331,0.0,2.0,0
-51,11,1.80231,1.0,0.0003472966853635,0.0,2.0,0
-51,13,1.85236,1.0,0.0003472966853635,0.0,2.0,0
-51,15,1.84375,1.0,0.0003472966853635,0.0,2.0,0
-51,17,1.68231,1.0,0.0,0.0,2.0,0
-51,19,1.69971,1.0,0.0,0.0,2.0,0
-51,21,1.69695,1.0,0.0,0.0,2.0,0
-51,23,1.6079,1.0,,,3.0,1
-51,25,1.60824,1.0,,,3.0,1
-51,27,1.67145,1.0,,,3.0,1
-51,29,1.57414,0.0,0.0,0.0,1.0,0
-51,31,1.45318,0.0,0.0,0.0,1.0,0
-51,33,1.57497,0.0,0.0,0.0,1.0,0
-51,35,1.46001,0.0,,,1.0,0
-51,37,1.25559,0.0,,,1.0,0
-51,39,1.19189,0.0,,,1.0,0
-51,41,1.4819,0.0,0.0,0.0,1.0,0
-51,43,1.28888,0.0,0.0,0.0,1.0,0
-51,45,1.14669,0.0,0.0,0.0,1.0,0
-51,47,1.26286,0.0,0.0,0.0,1.0,0
-51,49,1.2345,0.0,0.0,0.0,1.0,0
-51,51,1.27943,0.0,0.0,0.0,1.0,0
-51,53,1.26132,0.0,,,1.0,0
-51,55,1.18287,0.0,,,1.0,0
-51,57,1.10592,0.0,,,1.0,0
-51,59,1.09752,0.0,,,1.0,0
-51,61,1.02059,0.0,,,1.0,0
-51,63,0.94974,0.0,,,1.0,0
-51,65,0.93823,0.0,0.0,0.0,1.0,0
-51,67,0.85722,0.0,0.0,0.0,1.0,0
-51,69,0.82141,0.0,0.0,0.0,1.0,0
-51,71,0.81844,0.0,0.0,0.0,1.0,0
-51,73,0.80874,0.0,0.0,0.0,1.0,0
-51,75,0.82188,0.0,0.0,0.0,1.0,0
-51,77,0.53497,0.0,0.0,0.0,1.0,0
-51,79,0.22545,0.0,0.0,0.0,1.0,0
-51,81,0.00391,0.0,0.0,0.0,1.0,0
-51,83,0.01805,0.0,0.0,0.0,1.0,0
-51,85,0.02506,0.0,0.0,0.0,1.0,0
-51,87,,,0.0,0.0,1.0,0
-51,91,0.00019,0.0,,,1.0,0
-51,93,0.00633,0.0,,,1.0,0
-51,95,0.05128,0.0,,,1.0,0
-51,97,0.02239,0.0,,,1.0,0
-51,99,0.00232,0.0,,,1.0,0
-51,101,0.04853,0.0,,,1.0,0
-51,103,0.21129,0.0,,,1.0,0
-51,105,0.21491,0.0,,,1.0,0
-51,107,0.1638,0.0,,,1.0,0
-51,109,0.16501,0.0,,,1.0,0
-51,111,0.22714,0.0,,,1.0,0
-51,113,0.13073,0.0,,,1.0,0
-51,115,0.07776,0.0,,,1.0,0
-51,117,0.01353,0.0,,,1.0,0
-51,119,0.00087,0.0,,,1.0,0
-51,121,0.01048,0.0,,,1.0,0
-51,123,0.01547,0.0,,,1.0,0
-51,125,1e-05,0.0,,,1.0,0
-51,127,0.0001,0.0,,,1.0,0
-51,139,1e-05,0.0,,,1.0,0
-51,141,0.00339,0.0,,,1.0,0
-51,143,0.05323,0.0,,,1.0,0
-51,145,0.08936,0.0,,,1.0,0
-51,147,0.00538,0.0,,,1.0,0
-49,-49,,,0.0,0.0,1.0,0
-49,-47,,,0.0,0.0,1.0,0
-49,-45,,,0.0,0.0,1.0,0
-49,-43,0.00133,0.0,0.2376634015723652,0.0,1.0,0
-49,-41,0.01954,0.0,0.2376634015723652,0.0,1.0,0
-49,-39,0.00045,0.0,0.2376634015723652,0.0,1.0,0
-49,-37,0.00148,0.0,,,1.0,0
-49,-35,0.0014,0.0,,,1.0,0
-49,-33,0.07046,0.0,,,1.0,0
-49,-31,0.5494,0.0,,,1.0,0
-49,-29,0.0358,0.0,,,1.0,0
-49,-27,0.03075,0.0,,,1.0,0
-49,-21,0.01137,0.0,,,1.0,0
-49,-19,0.14623,0.0,,,1.0,0
-49,-17,0.01589,0.0,,,1.0,0
-49,-15,9e-05,0.0,,,1.0,0
-49,-13,0.0239,0.0,,,1.0,0
-49,-11,0.36344,0.0,,,1.0,0
-49,-9,1.01174,0.0,,,1.0,0
-49,-7,1.44077,0.0,,,1.0,0
-49,-5,1.32426,0.0,,,1.0,0
-49,-3,1.06071,0.0,,,1.0,0
-49,-1,0.8368,0.0,0.0,0.0,1.0,0
-49,1,0.10786,0.0,0.0,0.0,1.0,0
-49,3,0.5804,0.0,0.0,0.0,1.0,0
-49,5,0.95266,0.0,0.0,0.0,1.0,0
-49,7,1.28156,0.0,0.0,0.0,1.0,0
-49,9,1.514,0.0,0.0,0.0,1.0,0
-49,11,1.17619,0.0,0.0,0.0,1.0,0
-49,13,1.09786,0.0,0.0,0.0,1.0,0
-49,15,1.06429,0.0,0.0,0.0,1.0,0
-49,17,1.12864,0.0,0.0,0.0,1.0,0
-49,19,1.392,0.0,0.0,0.0,1.0,0
-49,21,1.14851,0.0,0.0,0.0,1.0,0
-49,23,1.23042,0.0,,,1.0,0
-49,25,1.26376,0.0,,,1.0,0
-49,27,1.00659,0.0,,,1.0,0
-49,29,1.23617,0.0,,,1.0,0
-49,31,0.84932,0.0,,,1.0,0
-49,33,0.86644,0.0,,,1.0,0
-49,35,1.36096,0.0,,,1.0,0
-49,37,1.23768,0.0,,,1.0,0
-49,39,0.99963,0.0,,,1.0,0
-49,41,1.04465,0.0,,,1.0,0
-49,43,0.91494,0.0,,,1.0,0
-49,45,0.959,0.0,,,1.0,0
-49,47,1.02196,0.0,,,1.0,0
-49,49,1.00552,0.0,,,1.0,0
-49,51,1.0539,0.0,,,1.0,0
-49,53,0.99108,0.0,,,1.0,0
-49,55,0.88954,0.0,,,1.0,0
-49,57,0.93629,0.0,,,1.0,0
-49,59,0.93975,0.0,,,1.0,0
-49,61,0.90472,0.0,,,1.0,0
-49,63,0.82677,0.0,,,1.0,0
-49,65,0.75932,0.0,0.0,0.0,1.0,0
-49,67,0.77913,0.0,0.0,0.0,1.0,0
-49,69,0.75218,0.0,0.0,0.0,1.0,0
-49,71,0.74243,0.0,0.0,0.0,1.0,0
-49,73,0.68164,0.0,0.0,0.0,1.0,0
-49,75,0.51831,0.0,0.0,0.0,1.0,0
-49,77,0.4816,0.0,,,1.0,0
-49,79,0.07781,0.0,,,1.0,0
-49,81,7e-05,0.0,,,1.0,0
-49,83,0.00104,0.0,,,1.0,0
-49,85,0.00064,0.0,,,1.0,0
-49,101,0.00079,0.0,,,1.0,0
-49,103,0.01498,0.0,,,1.0,0
-49,105,0.05128,0.0,,,1.0,0
-49,107,0.06316,0.0,,,1.0,0
-49,109,0.04514,0.0,,,1.0,0
-49,111,0.04711,0.0,,,1.0,0
-49,113,0.0206,0.0,,,1.0,0
-49,115,0.01623,0.0,,,1.0,0
-49,117,0.00765,0.0,,,1.0,0
-47,-13,0.03209,0.0,,,1.0,0
-47,-11,0.3433,0.0,,,1.0,0
-47,-9,0.25983,0.0,,,1.0,0
-47,-7,0.02794,0.0,,,1.0,0
-47,3,0.00542,0.0,,,1.0,0
-47,5,0.14504,0.0,,,1.0,0
-47,7,0.67136,0.0,,,1.0,0
-47,9,0.9929,0.0,,,1.0,0
-47,11,0.72384,0.0,,,1.0,0
-47,13,0.06705,0.0,,,1.0,0
-47,15,0.27171,0.0,,,1.0,0
-47,17,0.68643,0.0,,,1.0,0
-47,19,0.548,0.0,,,1.0,0
-47,21,0.0864,0.0,,,1.0,0
-47,23,0.64586,0.0,,,1.0,0
-47,25,0.46033,0.0,,,1.0,0
-47,27,0.227,0.0,,,1.0,0
-47,29,0.08702,0.0,,,1.0,0
-47,31,0.02754,0.0,,,1.0,0
-47,33,0.36847,0.0,,,1.0,0
-47,35,0.80681,0.0,,,1.0,0
-47,37,0.39449,0.0,,,1.0,0
-47,39,0.29608,0.0,,,1.0,0
-47,41,0.54198,0.0,,,1.0,0
-47,43,0.04328,0.0,,,1.0,0
-47,45,0.16217,0.0,,,1.0,0
-47,47,0.4165,0.0,,,1.0,0
-47,49,0.64704,0.0,,,1.0,0
-47,51,0.66142,0.0,,,1.0,0
-47,53,0.80953,0.0,,,1.0,0
-47,55,0.3437,0.0,,,1.0,0
-47,57,0.32404,0.0,,,1.0,0
-47,59,0.08708,0.0,,,1.0,0
-47,61,0.14916,0.0,,,1.0,0
-47,63,0.40593,0.0,,,1.0,0
-47,65,0.47365,0.0,0.0,0.0,1.0,0
-47,67,0.63506,0.0,0.0,0.0,1.0,0
-47,69,0.48378,0.0,0.0,0.0,1.0,0
-47,71,0.3101,0.0,0.0,0.0,1.0,0
-47,73,0.05749,0.0,0.0,0.0,1.0,0
-47,75,,,0.0,0.0,1.0,0
-45,41,3e-05,0.0,,,1.0,0
-45,47,0.00339,0.0,,,1.0,0
-45,49,0.0517,0.0,,,1.0,0
-45,51,0.09362,0.0,,,1.0,0
-45,53,0.41762,0.0,,,1.0,0
-45,55,0.05134,0.0,,,1.0,0
-45,63,1e-05,0.0,,,1.0,0
-45,65,0.00762,0.0,,,1.0,0
-45,67,0.10288,0.0,,,1.0,0
-45,69,0.05762,0.0,,,1.0,0
-45,71,0.00012,0.0,,,1.0,0
