LONGITUDE_largegrid,LATITUDE_largegrid,STANDARDISED_KRILL_UNDER_1M2,STANDARDISED_KRILL_UNDER_1M2_log
-31,-59,271.9792727272727,2.4361296723817376
-31,-57,3.332318181818182,0.6367203453524874
-31,-55,77.8139,1.8966028185166741
-31,-53,292.87971428571433,2.468169608944906
-31,-51,0.404,0.14736710779378645
-31,-49,,
-31,-47,,
-29,-77,,
-29,-75,0.497,0.17522180034305232
-29,-73,,
-29,-71,,
-29,-69,,
-29,-67,,
-29,-65,10.441,1.0584639856022509
-29,-63,0.387,0.14207646107328487
-29,-61,0.7396666666666668,0.24046604213579803
-29,-59,271.9792727272727,2.4361296723817376
-29,-57,3.332318181818182,0.6367203453524874
-29,-55,77.8139,1.8966028185166741
-29,-53,292.87971428571433,2.468169608944906
-29,-51,0.404,0.14736710779378645
-29,-49,,
-29,-47,,
-27,-77,,
-27,-75,0.497,0.17522180034305232
-27,-73,,
-27,-71,,
-27,-69,,
-27,-67,,
-27,-65,10.441,1.0584639856022509
-27,-63,0.387,0.14207646107328487
-27,-61,0.7396666666666668,0.24046604213579803
-27,-59,271.9792727272727,2.4361296723817376
-27,-57,3.332318181818182,0.6367203453524874
-27,-55,77.8139,1.8966028185166741
-27,-53,292.87971428571433,2.468169608944906
-27,-51,0.404,0.14736710779378645
-27,-49,,
-27,-47,,
-25,-77,,
-25,-75,,
-25,-73,24.59925,1.4082272416543176
-25,-71,,
-25,-69,,
-25,-67,23.33925,1.3863071915653762
-25,-65,12.702666666666667,1.1368050931360243
-25,-63,8.061333333333332,0.9571921068053079
-25,-61,18.043823529411764,1.2797541484085546
-25,-59,99.24915000000001,2.0010806989792562
-25,-57,4.644055555555556,0.7515912799498635
-25,-55,480.8365714285714,2.6828997598940743
-25,-53,11.918857142857144,1.111224095818189
-25,-51,0.058,0.024485667699166973
-25,-49,,
-25,-47,,
-23,-77,,
-23,-75,,
-23,-73,24.59925,1.4082272416543176
-23,-71,,
-23,-69,,
-23,-67,23.33925,1.3863071915653762
-23,-65,12.702666666666667,1.1368050931360243
-23,-63,8.061333333333332,0.9571921068053079
-23,-61,18.043823529411764,1.2797541484085546
-23,-59,99.24915000000001,2.0010806989792562
-23,-57,4.644055555555556,0.7515912799498635
-23,-55,480.8365714285714,2.6828997598940743
-23,-53,11.918857142857144,1.111224095818189
-23,-51,0.058,0.024485667699166973
-23,-49,,
-23,-47,,
-21,-77,,
-21,-75,,
-21,-73,24.59925,1.4082272416543176
-21,-71,,
-21,-69,,
-21,-67,23.33925,1.3863071915653762
-21,-65,12.702666666666667,1.1368050931360243
-21,-63,8.061333333333332,0.9571921068053079
-21,-61,18.043823529411764,1.2797541484085546
-21,-59,99.24915000000001,2.0010806989792562
-21,-57,4.644055555555556,0.7515912799498635
-21,-55,480.8365714285714,2.6828997598940743
-21,-53,11.918857142857144,1.111224095818189
-21,-51,0.058,0.024485667699166973
-21,-49,,
-21,-47,,
-19,-77,,
-19,-75,,
-19,-73,,
-19,-71,4.04025,0.7024520782962727
-19,-69,259.0056666666667,2.414982813260225
-19,-67,0.319,0.12024479554636527
-19,-65,0.65275,0.2182071658330022
-19,-63,0.27,0.10380372095595687
-19,-61,8.777666666666667,0.9902352275182358
-19,-59,16.260166666666667,1.2370449850097922
-19,-57,258.2195,2.4136676685868856
-19,-55,2.983,0.600210306409328
-19,-53,,
-19,-51,,
-19,-49,,
-19,-47,,
-17,-77,,
-17,-75,,
-17,-73,,
-17,-71,4.04025,0.7024520782962727
-17,-69,259.0056666666667,2.414982813260225
-17,-67,0.319,0.12024479554636527
-17,-65,0.65275,0.2182071658330022
-17,-63,0.27,0.10380372095595687
-17,-61,8.777666666666667,0.9902352275182358
-17,-59,16.260166666666667,1.2370449850097922
-17,-57,258.2195,2.4136676685868856
-17,-55,2.983,0.600210306409328
-17,-53,,
-17,-51,,
-17,-49,,
-17,-47,,
-15,-77,,
-15,-75,,
-15,-73,,
-15,-71,4.04025,0.7024520782962727
-15,-69,259.0056666666667,2.414982813260225
-15,-67,0.319,0.12024479554636527
-15,-65,0.65275,0.2182071658330022
-15,-63,0.27,0.10380372095595687
-15,-61,8.777666666666667,0.9902352275182358
-15,-59,16.260166666666667,1.2370449850097922
-15,-57,258.2195,2.4136676685868856
-15,-55,2.983,0.600210306409328
-15,-53,,
-15,-51,,
-15,-49,,
-15,-47,,
-13,-77,,
-13,-75,,
-13,-73,,
-13,-71,15.717214285714286,1.2231639093985989
-13,-69,1.2692,0.35587277489266456
-13,-67,0.33825,0.1265372520554692
-13,-65,0.45766666666666667,0.16365822262519455
-13,-63,,
-13,-61,11.698333333333332,1.1037467231893676
-13,-59,0.14133333333333334,0.05741250128545317
-13,-57,,
-13,-55,0.0,0.0
-13,-53,,
-13,-51,,
-13,-49,,
-13,-47,,
-11,-77,,
-11,-75,,
-11,-73,,
-11,-71,15.717214285714286,1.2231639093985989
-11,-69,1.2692,0.35587277489266456
-11,-67,0.33825,0.1265372520554692
-11,-65,0.45766666666666667,0.16365822262519455
-11,-63,,
-11,-61,11.698333333333332,1.1037467231893676
-11,-59,0.14133333333333334,0.05741250128545317
-11,-57,,
-11,-55,0.0,0.0
-11,-53,,
-11,-51,,
-11,-49,,
-11,-47,,
-9,-77,,
-9,-75,,
-9,-73,,
-9,-71,15.717214285714286,1.2231639093985989
-9,-69,1.2692,0.35587277489266456
-9,-67,0.33825,0.1265372520554692
-9,-65,0.45766666666666667,0.16365822262519455
-9,-63,,
-9,-61,11.698333333333332,1.1037467231893676
-9,-59,0.14133333333333334,0.05741250128545317
-9,-57,,
-9,-55,0.0,0.0
-9,-53,,
-9,-51,,
-9,-49,,
-9,-47,,
-7,-77,,
-7,-75,,
-7,-73,,
-7,-71,,
-7,-69,7.29953125,0.9190535645101505
-7,-67,0.483,0.17114115102838207
-7,-65,0.21833333333333335,0.0857661265742168
-7,-63,,
-7,-61,1.282,0.35831564008219585
-7,-59,,
-7,-57,20.119,1.3246733501892451
-7,-55,,
-7,-53,,
-7,-51,0.0,0.0
-7,-49,,
-7,-47,,
-5,-77,,
-5,-75,,
-5,-73,,
-5,-71,,
-5,-69,7.29953125,0.9190535645101505
-5,-67,0.483,0.17114115102838207
-5,-65,0.21833333333333335,0.0857661265742168
-5,-63,,
-5,-61,1.282,0.35831564008219585
-5,-59,,
-5,-57,20.119,1.3246733501892451
-5,-55,,
-5,-53,,
-5,-51,0.0,0.0
-5,-49,,
-5,-47,,
-3,-77,,
-3,-75,,
-3,-73,,
-3,-71,,
-3,-69,7.29953125,0.9190535645101505
-3,-67,0.483,0.17114115102838207
-3,-65,0.21833333333333335,0.0857661265742168
-3,-63,,
-3,-61,1.282,0.35831564008219585
-3,-59,,
-3,-57,20.119,1.3246733501892451
-3,-55,,
-3,-53,,
-3,-51,0.0,0.0
-3,-49,,
-3,-47,,
-1,-77,,
-1,-75,,
-1,-73,,
-1,-71,,
-1,-69,15.005615384615385,1.2042723765748007
-1,-67,4.283458333333333,0.7229182868185975
-1,-65,9.706272727272728,1.029638302230768
-1,-63,1.3418461538461537,0.36955836096251876
-1,-61,24.415499999999998,1.4050986580129488
-1,-59,16.186875,1.2351969183605793
-1,-57,88.30014285714286,1.9508521536480001
-1,-55,23.579777777777778,1.3905779521744739
-1,-53,36.54566666666667,1.5745598201323856
-1,-51,0.566125,0.19482642224538183
-1,-49,0.0,0.0
-1,-47,,
1,-77,,
1,-75,,
1,-73,,
1,-71,,
1,-69,15.005615384615385,1.2042723765748007
1,-67,4.283458333333333,0.7229182868185975
1,-65,9.706272727272728,1.029638302230768
1,-63,1.3418461538461537,0.36955836096251876
1,-61,24.415499999999998,1.4050986580129488
1,-59,16.186875,1.2351969183605793
1,-57,88.30014285714286,1.9508521536480001
1,-55,23.579777777777778,1.3905779521744739
1,-53,36.54566666666667,1.5745598201323856
1,-51,0.566125,0.19482642224538183
1,-49,0.0,0.0
1,-47,,
3,-77,,
3,-75,,
3,-73,,
3,-71,,
3,-69,15.005615384615385,1.2042723765748007
3,-67,4.283458333333333,0.7229182868185975
3,-65,9.706272727272728,1.029638302230768
3,-63,1.3418461538461537,0.36955836096251876
3,-61,24.415499999999998,1.4050986580129488
3,-59,16.186875,1.2351969183605793
3,-57,88.30014285714286,1.9508521536480001
3,-55,23.579777777777778,1.3905779521744739
3,-53,36.54566666666667,1.5745598201323856
3,-51,0.566125,0.19482642224538183
3,-49,0.0,0.0
3,-47,,
5,-77,,
5,-75,,
5,-73,,
5,-71,,
5,-69,50.26775,1.709844257872885
5,-67,0.18858333333333333,0.07502963615934938
5,-65,0.2981666666666667,0.11333045345587639
5,-63,0.517,0.18098558078673047
5,-61,0.21633333333333335,0.08505260864498582
5,-59,13.6900243902439,1.1670225168617028
5,-57,0.0,0.0
5,-55,10.043375,1.043101819758972
5,-53,3.534166666666667,0.6564974798582798
5,-51,0.09844444444444445,0.04077809668543315
5,-49,0.0,0.0
5,-47,,
7,-77,,
7,-75,,
7,-73,,
7,-71,,
7,-69,50.26775,1.709844257872885
7,-67,0.18858333333333333,0.07502963615934938
7,-65,0.2981666666666667,0.11333045345587639
7,-63,0.517,0.18098558078673047
7,-61,0.21633333333333335,0.08505260864498582
7,-59,13.6900243902439,1.1670225168617028
7,-57,0.0,0.0
7,-55,10.043375,1.043101819758972
7,-53,3.534166666666667,0.6564974798582798
7,-51,0.09844444444444445,0.04077809668543315
7,-49,0.0,0.0
7,-47,,
9,-77,,
9,-75,,
9,-73,,
9,-71,,
9,-69,50.26775,1.709844257872885
9,-67,0.18858333333333333,0.07502963615934938
9,-65,0.2981666666666667,0.11333045345587639
9,-63,0.517,0.18098558078673047
9,-61,0.21633333333333335,0.08505260864498582
9,-59,13.6900243902439,1.1670225168617028
9,-57,0.0,0.0
9,-55,10.043375,1.043101819758972
9,-53,3.534166666666667,0.6564974798582798
9,-51,0.09844444444444445,0.04077809668543315
9,-49,0.0,0.0
9,-47,,
11,-77,,
11,-75,,
11,-73,,
11,-71,,
11,-69,0.0,0.0
11,-67,0.4501818181818182,0.16142245580935546
11,-65,41.74581818181818,1.6308936341660816
11,-63,0.0,0.0
11,-61,8.419,0.9740047968974147
11,-59,,
11,-57,13.763,1.1691746197537431
11,-55,,
11,-53,0.0,0.0
11,-51,0.0008,0.00034729668536350247
11,-49,0.0,0.0
11,-47,,
13,-77,,
13,-75,,
13,-73,,
13,-71,,
13,-69,0.0,0.0
13,-67,0.4501818181818182,0.16142245580935546
13,-65,41.74581818181818,1.6308936341660816
13,-63,0.0,0.0
13,-61,8.419,0.9740047968974147
13,-59,,
13,-57,13.763,1.1691746197537431
13,-55,,
13,-53,0.0,0.0
13,-51,0.0008,0.00034729668536350247
13,-49,0.0,0.0
13,-47,,
15,-77,,
15,-75,,
15,-73,,
15,-71,,
15,-69,0.0,0.0
15,-67,0.4501818181818182,0.16142245580935546
15,-65,41.74581818181818,1.6308936341660816
15,-63,0.0,0.0
15,-61,8.419,0.9740047968974147
15,-59,,
15,-57,13.763,1.1691746197537431
15,-55,,
15,-53,0.0,0.0
15,-51,0.0008,0.00034729668536350247
15,-49,0.0,0.0
15,-47,,
17,-77,,
17,-75,,
17,-73,,
17,-71,,
17,-69,7.381,0.923295840655504
17,-67,2.601,0.5564231213712854
17,-65,2.657,0.5631249603380444
17,-63,0.0,0.0
17,-61,0.0,0.0
17,-59,0.03,0.012837224705172217
17,-57,102.69233333333334,2.015746647284756
17,-55,0.05275,0.022325250092302715
17,-53,6.444599999999999,0.871841367976761
17,-51,0.0,0.0
17,-49,0.0,0.0
17,-47,,
19,-77,,
19,-75,,
19,-73,,
19,-71,,
19,-69,7.381,0.923295840655504
19,-67,2.601,0.5564231213712854
19,-65,2.657,0.5631249603380444
19,-63,0.0,0.0
19,-61,0.0,0.0
19,-59,0.03,0.012837224705172217
19,-57,102.69233333333334,2.015746647284756
19,-55,0.05275,0.022325250092302715
19,-53,6.444599999999999,0.871841367976761
19,-51,0.0,0.0
19,-49,0.0,0.0
19,-47,,
21,-77,,
21,-75,,
21,-73,,
21,-71,,
21,-69,7.381,0.923295840655504
21,-67,2.601,0.5564231213712854
21,-65,2.657,0.5631249603380444
21,-63,0.0,0.0
21,-61,0.0,0.0
21,-59,0.03,0.012837224705172217
21,-57,102.69233333333334,2.015746647284756
21,-55,0.05275,0.022325250092302715
21,-53,6.444599999999999,0.871841367976761
21,-51,0.0,0.0
21,-49,0.0,0.0
21,-47,,
23,-77,,
23,-75,,
23,-73,,
23,-71,,
23,-69,,
23,-67,,
23,-65,,
23,-63,0.24066666666666667,0.09365511407508574
23,-61,1.338,0.3688445068258213
23,-59,,
23,-57,,
23,-55,,
23,-53,,
23,-51,,
23,-49,,
23,-47,,
25,-77,,
25,-75,,
25,-73,,
25,-71,,
25,-69,,
25,-67,,
25,-65,,
25,-63,0.24066666666666667,0.09365511407508574
25,-61,1.338,0.3688445068258213
25,-59,,
25,-57,,
25,-55,,
25,-53,,
25,-51,,
25,-49,,
25,-47,,
27,-77,,
27,-75,,
27,-73,,
27,-71,,
27,-69,,
27,-67,,
27,-65,,
27,-63,0.24066666666666667,0.09365511407508574
27,-61,1.338,0.3688445068258213
27,-59,,
27,-57,,
27,-55,,
27,-53,,
27,-51,,
27,-49,,
27,-47,,
29,-77,,
29,-75,,
29,-73,,
29,-71,,
29,-69,0.1925,0.0764583877121515
29,-67,49.194,1.7006518063357177
29,-65,8.688833333333333,0.9862714852654498
29,-63,0.092,0.03822263836871846
29,-61,0.0,0.0
29,-59,,
29,-57,,
29,-55,1.243,0.3508292735829678
29,-53,0.306,0.11594317693905513
29,-51,0.0,0.0
29,-49,,
29,-47,,
31,-77,,
31,-75,,
31,-73,,
31,-71,,
31,-69,0.1925,0.0764583877121515
31,-67,49.194,1.7006518063357177
31,-65,8.688833333333333,0.9862714852654498
31,-63,0.092,0.03822263836871846
31,-61,0.0,0.0
31,-59,,
31,-57,,
31,-55,1.243,0.3508292735829678
31,-53,0.306,0.11594317693905513
31,-51,0.0,0.0
31,-49,,
31,-47,,
33,-77,,
33,-75,,
33,-73,,
33,-71,,
33,-69,0.1925,0.0764583877121515
33,-67,49.194,1.7006518063357177
33,-65,8.688833333333333,0.9862714852654498
33,-63,0.092,0.03822263836871846
33,-61,0.0,0.0
33,-59,,
33,-57,,
33,-55,1.243,0.3508292735829678
33,-53,0.306,0.11594317693905513
33,-51,0.0,0.0
33,-49,,
33,-47,,
35,-77,,
35,-75,,
35,-73,,
35,-71,,
35,-69,,
35,-67,14.500842105263159,1.1903552924757506
35,-65,25.154653846153845,1.4175489765637956
35,-63,96.60366666666665,1.9894661330682177
35,-61,7.134,0.9103041680685687
35,-59,0.0665,0.027960859785447545
35,-57,,
35,-55,0.5303333333333333,0.18478603804635835
35,-53,0.0,0.0
35,-51,,
35,-49,,
35,-47,,
37,-77,,
37,-75,,
37,-73,,
37,-71,,
37,-69,,
37,-67,14.500842105263159,1.1903552924757506
37,-65,25.154653846153845,1.4175489765637956
37,-63,96.60366666666665,1.9894661330682177
37,-61,7.134,0.9103041680685687
37,-59,0.0665,0.027960859785447545
37,-57,,
37,-55,0.5303333333333333,0.18478603804635835
37,-53,0.0,0.0
37,-51,,
37,-49,,
37,-47,,
39,-77,,
39,-75,,
39,-73,,
39,-71,,
39,-69,,
39,-67,14.500842105263159,1.1903552924757506
39,-65,25.154653846153845,1.4175489765637956
39,-63,96.60366666666665,1.9894661330682177
39,-61,7.134,0.9103041680685687
39,-59,0.0665,0.027960859785447545
39,-57,,
39,-55,0.5303333333333333,0.18478603804635835
39,-53,0.0,0.0
39,-51,,
39,-49,,
39,-47,,
41,-77,,
41,-75,,
41,-73,,
41,-71,,
41,-69,,
41,-67,51.06328301886792,1.7165315504813086
41,-65,68.26461290322581,1.8405114114367302
41,-63,7.3434,0.921343065066322
41,-61,3.636,0.6661434272915584
41,-59,,
41,-57,1.1873333333333334,0.3399149713303664
41,-55,0.0,0.0
41,-53,0.0,0.0
41,-51,0.0,0.0
41,-49,,
41,-47,,
43,-77,,
43,-75,,
43,-73,,
43,-71,,
43,-69,,
43,-67,51.06328301886792,1.7165315504813086
43,-65,68.26461290322581,1.8405114114367302
43,-63,7.3434,0.921343065066322
43,-61,3.636,0.6661434272915584
43,-59,,
43,-57,1.1873333333333334,0.3399149713303664
43,-55,0.0,0.0
43,-53,0.0,0.0
43,-51,0.0,0.0
43,-49,,
43,-47,,
45,-77,,
45,-75,,
45,-73,,
45,-71,,
45,-69,,
45,-67,51.06328301886792,1.7165315504813086
45,-65,68.26461290322581,1.8405114114367302
45,-63,7.3434,0.921343065066322
45,-61,3.636,0.6661434272915584
45,-59,,
45,-57,1.1873333333333334,0.3399149713303664
45,-55,0.0,0.0
45,-53,0.0,0.0
45,-51,0.0,0.0
45,-49,,
45,-47,,
47,-77,,
47,-75,,
47,-73,,
47,-71,,
47,-69,,
47,-67,16.768333333333334,1.2496466929666559
47,-65,12.237309523809524,1.1217997239481292
47,-63,3.35475,0.6389632278311803
47,-61,0.4623333333333333,0.16504637968528268
47,-59,1.368,0.37438169805088223
47,-57,0.0,0.0
47,-55,0.07316666666666667,0.030667174708480575
47,-53,0.015833333333333335,0.00682245957075711
47,-51,0.0,0.0
47,-49,,
47,-47,,
49,-77,,
49,-75,,
49,-73,,
49,-71,,
49,-69,,
49,-67,16.768333333333334,1.2496466929666559
49,-65,12.237309523809524,1.1217997239481292
49,-63,3.35475,0.6389632278311803
49,-61,0.4623333333333333,0.16504637968528268
49,-59,1.368,0.37438169805088223
49,-57,0.0,0.0
49,-55,0.07316666666666667,0.030667174708480575
49,-53,0.015833333333333335,0.00682245957075711
49,-51,0.0,0.0
49,-49,,
49,-47,,
51,-77,,
51,-75,,
51,-73,,
51,-71,,
51,-69,,
51,-67,16.768333333333334,1.2496466929666559
51,-65,12.237309523809524,1.1217997239481292
51,-63,3.35475,0.6389632278311803
51,-61,0.4623333333333333,0.16504637968528268
51,-59,1.368,0.37438169805088223
51,-57,0.0,0.0
51,-55,0.07316666666666667,0.030667174708480575
51,-53,0.015833333333333335,0.00682245957075711
51,-51,0.0,0.0
51,-49,,
51,-47,,
53,-77,,
53,-75,,
53,-73,,
53,-71,,
53,-69,,
53,-67,,
53,-65,2.1838,0.5029457784046781
53,-63,16.568333333333335,1.2447305629483871
53,-61,1.5721,0.4102878494014606
53,-59,0.0,0.0
53,-57,2.785,0.5780658838360916
53,-55,0.847,0.2664668954402414
53,-53,,
53,-51,,
53,-49,,
53,-47,,
55,-77,,
55,-75,,
55,-73,,
55,-71,,
55,-69,,
55,-67,,
55,-65,2.1838,0.5029457784046781
55,-63,16.568333333333335,1.2447305629483871
55,-61,1.5721,0.4102878494014606
55,-59,0.0,0.0
55,-57,2.785,0.5780658838360916
55,-55,0.847,0.2664668954402414
55,-53,,
55,-51,,
55,-49,,
55,-47,,
57,-77,,
57,-75,,
57,-73,,
57,-71,,
57,-69,,
57,-67,,
57,-65,2.1838,0.5029457784046781
57,-63,16.568333333333335,1.2447305629483871
57,-61,1.5721,0.4102878494014606
57,-59,0.0,0.0
57,-57,2.785,0.5780658838360916
57,-55,0.847,0.2664668954402414
57,-53,,
57,-51,,
57,-49,,
57,-47,,
59,-77,,
59,-75,,
59,-73,,
59,-71,,
59,-69,,
59,-67,0.3577142857142857,0.13280838762286148
59,-65,4.57437894736842,0.7461964888044469
59,-63,3.936777777777777,0.693443578494199
59,-61,2.2404722222222224,0.5106083029725322
59,-59,0.4747619047619047,0.16872191062286748
59,-57,1.79475,0.44634296482477737
59,-55,,
59,-53,,
59,-51,,
59,-49,,
59,-47,,
61,-77,,
61,-75,,
61,-73,,
61,-71,,
61,-69,,
61,-67,0.3577142857142857,0.13280838762286148
61,-65,4.57437894736842,0.7461964888044469
61,-63,3.936777777777777,0.693443578494199
61,-61,2.2404722222222224,0.5106083029725322
61,-59,0.4747619047619047,0.16872191062286748
61,-57,1.79475,0.44634296482477737
61,-55,,
61,-53,,
61,-51,,
61,-49,,
61,-47,,
63,-77,,
63,-75,,
63,-73,,
63,-71,,
63,-69,,
63,-67,0.3577142857142857,0.13280838762286148
63,-65,4.57437894736842,0.7461964888044469
63,-63,3.936777777777777,0.693443578494199
63,-61,2.2404722222222224,0.5106083029725322
63,-59,0.4747619047619047,0.16872191062286748
63,-57,1.79475,0.44634296482477737
63,-55,,
63,-53,,
63,-51,,
63,-49,,
63,-47,,
65,-77,,
65,-75,,
65,-73,,
65,-71,,
65,-69,,
65,-67,7.8373333333333335,0.9463212363555991
65,-65,7.926701612903226,0.9506910181349678
65,-63,0.3635277777777778,0.13466398981173477
65,-61,0.007176470588235295,0.0031055713362495804
65,-59,1.6082307692307691,0.4163460139654454
65,-57,0.0,0.0
65,-55,,
65,-53,,
65,-51,0.0,0.0
65,-49,0.0,0.0
65,-47,0.0,0.0
67,-77,,
67,-75,,
67,-73,,
67,-71,,
67,-69,,
67,-67,7.8373333333333335,0.9463212363555991
67,-65,7.926701612903226,0.9506910181349678
67,-63,0.3635277777777778,0.13466398981173477
67,-61,0.007176470588235295,0.0031055713362495804
67,-59,1.6082307692307691,0.4163460139654454
67,-57,0.0,0.0
67,-55,,
67,-53,,
67,-51,0.0,0.0
67,-49,0.0,0.0
67,-47,0.0,0.0
69,-77,,
69,-75,,
69,-73,,
69,-71,,
69,-69,,
69,-67,7.8373333333333335,0.9463212363555991
69,-65,7.926701612903226,0.9506910181349678
69,-63,0.3635277777777778,0.13466398981173477
69,-61,0.007176470588235295,0.0031055713362495804
69,-59,1.6082307692307691,0.4163460139654454
69,-57,0.0,0.0
69,-55,,
69,-53,,
69,-51,0.0,0.0
69,-49,0.0,0.0
69,-47,0.0,0.0
71,-77,,
71,-75,,
71,-73,,
71,-71,,
71,-69,0.0,0.0
71,-67,1.2441,0.35104220573944456
71,-65,15.012208000000001,1.2044512229934918
71,-63,9.358485294117646,1.0152962538164823
71,-61,50.722153846153844,1.7136766017463085
71,-59,95.84025,1.9860559019332673
71,-57,0.016833333333333336,0.007249774608743844
71,-55,,
71,-53,,
71,-51,0.0,0.0
71,-49,0.0,0.0
71,-47,0.0,0.0
73,-77,,
73,-75,,
73,-73,,
73,-71,,
73,-69,0.0,0.0
73,-67,1.2441,0.35104220573944456
73,-65,15.012208000000001,1.2044512229934918
73,-63,9.358485294117646,1.0152962538164823
73,-61,50.722153846153844,1.7136766017463085
73,-59,95.84025,1.9860559019332673
73,-57,0.016833333333333336,0.007249774608743844
73,-55,,
73,-53,,
73,-51,0.0,0.0
73,-49,0.0,0.0
73,-47,0.0,0.0
75,-77,,
75,-75,,
75,-73,,
75,-71,,
75,-69,0.0,0.0
75,-67,1.2441,0.35104220573944456
75,-65,15.012208000000001,1.2044512229934918
75,-63,9.358485294117646,1.0152962538164823
75,-61,50.722153846153844,1.7136766017463085
75,-59,95.84025,1.9860559019332673
75,-57,0.016833333333333336,0.007249774608743844
75,-55,,
75,-53,,
75,-51,0.0,0.0
75,-49,0.0,0.0
75,-47,0.0,0.0
77,-77,,
77,-75,,
77,-73,,
77,-71,,
77,-69,,
77,-67,4.573628571428571,0.7461380238043163
77,-65,17.961602272727273,1.277875032833419
77,-63,2.2568823529411763,0.5128020710023117
77,-61,1.5403333333333333,0.4048907069069962
77,-59,0.0,0.0
77,-57,8.311,0.9689963266483123
77,-55,0.1785,0.0713295868603426
77,-53,0.0,0.0
77,-51,0.0,0.0
77,-49,,
77,-47,,
79,-77,,
79,-75,,
79,-73,,
79,-71,,
79,-69,,
79,-67,4.573628571428571,0.7461380238043163
79,-65,17.961602272727273,1.277875032833419
79,-63,2.2568823529411763,0.5128020710023117
79,-61,1.5403333333333333,0.4048907069069962
79,-59,0.0,0.0
79,-57,8.311,0.9689963266483123
79,-55,0.1785,0.0713295868603426
79,-53,0.0,0.0
79,-51,0.0,0.0
79,-49,,
79,-47,,
81,-77,,
81,-75,,
81,-73,,
81,-71,,
81,-69,,
81,-67,4.573628571428571,0.7461380238043163
81,-65,17.961602272727273,1.277875032833419
81,-63,2.2568823529411763,0.5128020710023117
81,-61,1.5403333333333333,0.4048907069069962
81,-59,0.0,0.0
81,-57,8.311,0.9689963266483123
81,-55,0.1785,0.0713295868603426
81,-53,0.0,0.0
81,-51,0.0,0.0
81,-49,,
81,-47,,
83,-77,,
83,-75,,
83,-73,,
83,-71,,
83,-69,,
83,-67,,
83,-65,27.92925,1.4613371745714672
83,-63,6.4079411764705885,0.8696975251269479
83,-61,0.09559999999999999,0.03965202358192373
83,-59,2.19725,0.5047765960388322
83,-57,0.0695,0.02918078890754685
83,-55,0.0,0.0
83,-53,0.0,0.0
83,-51,0.0,0.0
83,-49,,
83,-47,,
85,-77,,
85,-75,,
85,-73,,
85,-71,,
85,-69,,
85,-67,,
85,-65,27.92925,1.4613371745714672
85,-63,6.4079411764705885,0.8696975251269479
85,-61,0.09559999999999999,0.03965202358192373
85,-59,2.19725,0.5047765960388322
85,-57,0.0695,0.02918078890754685
85,-55,0.0,0.0
85,-53,0.0,0.0
85,-51,0.0,0.0
85,-49,,
85,-47,,
87,-77,,
87,-75,,
87,-73,,
87,-71,,
87,-69,,
87,-67,,
87,-65,27.92925,1.4613371745714672
87,-63,6.4079411764705885,0.8696975251269479
87,-61,0.09559999999999999,0.03965202358192373
87,-59,2.19725,0.5047765960388322
87,-57,0.0695,0.02918078890754685
87,-55,0.0,0.0
87,-53,0.0,0.0
87,-51,0.0,0.0
87,-49,,
87,-47,,
89,-77,,
89,-75,,
89,-73,,
89,-71,,
89,-69,,
89,-67,,
89,-65,1.6442,0.42229430089356257
89,-63,58.07808333333333,1.7714263970789852
89,-61,2.27625,0.5153770339546568
89,-59,0.9673999999999999,0.29389266705300887
89,-57,0.16225,0.06529955485512469
89,-55,0.0,0.0
89,-53,,
89,-51,,
89,-49,,
89,-47,,
91,-77,,
91,-75,,
91,-73,,
91,-71,,
91,-69,,
91,-67,,
91,-65,1.6442,0.42229430089356257
91,-63,58.07808333333333,1.7714263970789852
91,-61,2.27625,0.5153770339546568
91,-59,0.9673999999999999,0.29389266705300887
91,-57,0.16225,0.06529955485512469
91,-55,0.0,0.0
91,-53,,
91,-51,,
91,-49,,
91,-47,,
93,-77,,
93,-75,,
93,-73,,
93,-71,,
93,-69,,
93,-67,,
93,-65,1.6442,0.42229430089356257
93,-63,58.07808333333333,1.7714263970789852
93,-61,2.27625,0.5153770339546568
93,-59,0.9673999999999999,0.29389266705300887
93,-57,0.16225,0.06529955485512469
93,-55,0.0,0.0
93,-53,,
93,-51,,
93,-49,,
93,-47,,
95,-77,,
95,-75,,
95,-73,,
95,-71,,
95,-69,,
95,-67,,
95,-65,0.0,0.0
95,-63,8.6005,0.9822938519548051
95,-61,25.266,1.419393939927422
95,-59,0.138,0.05614226205905233
95,-57,0.091,0.037824750588341866
95,-55,0.058,0.024485667699166973
95,-53,0.0,0.0
95,-51,,
95,-49,,
95,-47,,
97,-77,,
97,-75,,
97,-73,,
97,-71,,
97,-69,,
97,-67,,
97,-65,0.0,0.0
97,-63,8.6005,0.9822938519548051
97,-61,25.266,1.419393939927422
97,-59,0.138,0.05614226205905233
97,-57,0.091,0.037824750588341866
97,-55,0.058,0.024485667699166973
97,-53,0.0,0.0
97,-51,,
97,-49,,
97,-47,,
99,-77,,
99,-75,,
99,-73,,
99,-71,,
99,-69,,
99,-67,,
99,-65,0.0,0.0
99,-63,8.6005,0.9822938519548051
99,-61,25.266,1.419393939927422
99,-59,0.138,0.05614226205905233
99,-57,0.091,0.037824750588341866
99,-55,0.058,0.024485667699166973
99,-53,0.0,0.0
99,-51,,
99,-49,,
99,-47,,
101,-77,,
101,-75,,
101,-73,,
101,-71,,
101,-69,,
101,-67,,
101,-65,0.0,0.0
