latitude,longitude,label_grid,mean_seq_time,Upper_tiertile_seq,krill_adult_log,Upper_tiertile_krill,Zone_type
-71,-69,0.0,,,,,
-71,-67,0.0,,,,,
-71,-65,0.0,,,,,
-71,-63,0.0,,,,,
-71,-61,0.0,,,,,
-71,-59,0.0,0.0,0.0,1.80317,1.0,2.0
-71,-57,0.0,0.0,0.0,2.1381,1.0,2.0
-71,-55,0.0,706.503036053335,1.0,2.23623,1.0,3.0
-71,-53,0.0,748.1982877227194,1.0,2.19219,1.0,3.0
-71,-51,0.0,743.3062155361912,1.0,2.19342,1.0,3.0
-71,-49,0.0,734.2970942273435,1.0,2.14962,1.0,3.0
-71,-47,0.0,731.040551119355,1.0,2.10246,1.0,3.0
-71,-45,0.0,588.6092976708635,1.0,2.15241,1.0,3.0
-71,-43,0.0,607.689766215264,1.0,2.24284,1.0,3.0
-71,-41,0.0,616.2665344284072,1.0,2.19139,1.0,3.0
-71,-39,0.0,617.7481382450877,1.0,2.22259,1.0,3.0
-71,-37,0.0,611.2166441426061,1.0,2.26155,1.0,3.0
-71,-35,0.0,708.6806683652343,1.0,2.29027,1.0,3.0
-71,-33,0.0,636.35458338547,1.0,2.23247,1.0,3.0
-71,-31,0.0,648.4037055792746,1.0,2.22853,1.0,3.0
-71,-29,0.0,636.0656969138125,1.0,2.24855,1.0,3.0
-71,-27,0.0,679.8880474009576,1.0,2.1965,1.0,3.0
-71,-25,0.0,570.8252597256061,1.0,2.10172,1.0,3.0
-71,-23,0.0,536.0658268597825,1.0,1.93526,1.0,3.0
-71,-21,0.0,531.9972768729253,1.0,1.78426,1.0,3.0
-71,-19,0.0,529.8720441145744,1.0,1.8563,1.0,3.0
-71,-17,0.0,584.6691424876984,1.0,1.92105,1.0,3.0
-71,-15,0.0,567.0943296093061,1.0,2.02993,1.0,3.0
-71,-13,0.0,19.896885785217734,0.0,2.15636,1.0,2.0
-71,-11,0.0,,,,,
-71,-9,0.0,,,,,
-71,-7,0.0,,,,,
-71,-5,0.0,,,,,
-71,-3,0.0,,,,,
-71,-1,0.0,,,,,
-71,1,0.0,,,,,
-71,3,0.0,,,,,
-71,5,0.0,,,,,
-71,7,0.0,,,,,
-71,9,0.0,,,,,
-71,11,0.0,,,,,
-71,13,0.0,,,,,
-71,15,0.0,,,,,
-71,17,0.0,,,,,
-71,19,0.0,,,,,
-71,21,0.0,,,,,
-71,23,0.0,,,,,
-71,25,0.0,,,,,
-71,27,0.0,,,,,
-71,29,0.0,,,,,
-71,31,0.0,,,,,
-71,33,0.0,,,,,
-71,35,0.0,,,,,
-71,37,0.0,,,,,
-71,39,0.0,,,,,
-71,41,0.0,,,,,
-71,43,0.0,,,,,
-71,45,0.0,,,,,
